Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnaganj,741509,M,33,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741101,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741101,M,8,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741102,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741102,F,11,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741102,F,67,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741102,M,28,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741103,M,2,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741161,F,13,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741161,M,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741161,M,20,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741161,M,31,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741161,M,37,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741161,M,50,1,1,0,2
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Krishnagar - I,741167,M,29,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Nabadwip,741302,F,2,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Nakashipara,741126,F,22,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Nakashipara,741126,M,8,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Nakashipara,741162,M,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - I,741127,M,44,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - I,741202,M,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - II,741256,F,10,2,0,0,2
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - II,741256,M,25,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - II,741256,M,38,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - II,741501,M,10,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - II,741504,F,30,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Ranaghat - II,741504,M,57,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Santipur,741404,F,7,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Nadia,Santipur,741404,F,22,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Baduria,743427,M,0,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Baduria,743427,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Baduria,743438,M,25,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bagda,743297,M,20,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bagda,743297,M,23,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bagda,743710,M,44,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barasat - I,700125,M,42,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barasat - I,700125,M,47,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barasat - I,743248,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barasat - I,743248,M,30,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barasat - II,743423,M,28,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barrackpore,700120,F,62,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barrackpur - I,743136,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barrackpur - II,700113,F,44,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barrackpur - II,700113,M,10,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barrackpur - II,700113,M,36,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Barrackpur - II,700121,F,28,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - I,743292,F,8,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - I,743292,F,19,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - I,743292,M,23,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - I,743292,M,34,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - I,743411,M,18,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - I,743429,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - I,743429,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - II,743291,F,0,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - II,743291,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - II,743437,F,20,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Basirhat - II,743437,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743235,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743235,F,35,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743235,F,53,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743235,M,39,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743251,F,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743251,F,10,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743251,M,47,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743262,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743262,F,8,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743262,M,31,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743262,M,33,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743262,M,52,2,0,0,2
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743290,F,20,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743290,F,64,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743290,F,77,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743710,M,6,2,0,0,2
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743710,M,16,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743710,M,18,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Bongaon,743710,M,25,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Deganga,743234,F,9,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Deganga,743423,M,10,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Deganga,743423,M,77,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Deshbandhunagar,700159,F,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Deshbandhunagar,700159,F,46,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Deshbandhunagar,700159,F,48,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Gaighata,743249,F,9,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Gaighata,743249,F,25,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Gaighata,743249,M,22,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Gaighata,743249,M,33,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Habra - I,743233,F,1,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Haroa,743425,F,60,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hasnabad,743422,M,41,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hasnabad,743426,M,10,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hasnabad,743429,M,3,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hingalganj,743435,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hingalganj,743435,F,29,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hingalganj,743435,F,40,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hingalganj,743435,M,29,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hingalganj,743435,M,30,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Hingalganj,743435,M,50,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Minakhan,743425,F,30,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Minakhan,743425,M,45,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Minakhan,743456,M,31,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Minakhan,743502,F,42,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700028,F,28,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700028,F,29,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700028,M,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700028,M,58,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700035,F,9,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700035,M,26,2,0,0,2
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700048,M,19,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700056,F,35,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700059,F,64,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700064,M,35,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700079,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700079,F,43,1,0,1,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700079,M,41,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700079,M,59,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700081,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700081,F,60,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700091,F,9,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700091,F,74,1,0,1,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700091,M,33,1,0,1,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700102,M,44,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700108,M,55,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700110,F,67,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700110,M,20,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700111,F,9,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700113,F,70,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700118,M,39,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700119,F,13,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700119,F,17,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700119,M,33,2,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700119,M,34,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700119,M,61,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700120,F,20,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700120,F,40,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700124,M,52,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700126,F,8,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700126,F,77,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700126,M,34,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700126,M,41,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700127,M,10,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700129,F,24,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700129,F,31,1,0,1,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700129,M,46,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700130,M,56,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700131,F,6,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700131,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700131,M,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700131,M,9,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700133,M,25,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700155,F,22,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700157,F,27,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700157,F,61,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700157,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700157,M,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700157,M,33,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,700159,F,56,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743126,F,0,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743126,F,9,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743126,F,36,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743135,F,20,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743135,M,29,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743145,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743145,F,32,1,1,0,2
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743145,M,54,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743165,F,51,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743165,M,65,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,North 24 Paraganas,743233,M,34,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Rajarhat,700135,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Rajarhat,700135,F,34,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Rajarhat,700135,F,43,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Rajarhat,700135,M,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Ramlakshi Busti Lane,743194,M,37,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - I,743329,F,49,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - I,743329,M,49,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - I,743442,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - I,743442,M,62,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743329,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743329,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743329,M,8,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743442,F,2,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743446,F,0,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743446,F,38,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743446,M,0,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743446,M,25,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Sandeshkhali - II,743446,M,28,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Swarupnagar,743247,F,37,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Swarupnagar,743247,F,52,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,North 24 Parganas,Swarupnagar,743273,F,48,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Chandrakona-I,721212,F,25,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Chandrakona-I,721222,F,14,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Chandrakona-I,721242,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Chandrakona-II,721127,M,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-I,721150,M,16,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-I,721211,M,10,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-I,721212,M,76,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-II,721148,M,60,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-II,721211,F,47,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-II,721211,M,22,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-II,721212,F,2,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-II,721212,M,7,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Daspur-II,721212,M,23,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Debra,721126,F,0,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Debra,721156,F,19,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Debra,721211,F,34,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-I,721121,F,10,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-I,721121,M,7,0,1,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-I,721127,M,6,0,1,1,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-I,721127,M,8,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-III,721253,F,0,1,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-III,721253,M,2,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-III,721253,M,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-III,721253,M,24,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Garhbeta-III,721258,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Ghatal,721212,F,2,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Ghatal,721212,F,7,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Ghatal,721212,F,8,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Ghatal,721212,F,27,0,1,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Ghatal,721212,F,67,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Ghatal,721212,M,1,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Ghatal,721212,M,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Gopiballavpur-II,721507,F,6,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Gopiballavpur-II,721507,M,9,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Gopiballavpur-II,721517,F,5,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Jhargram,721507,M,7,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Jhargram,721507,M,44,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Jhargram,721514,M,23,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Keshiary,721133,F,23,1,0,0,0
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Keshiary,721133,M,9,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Keshiary,721133,M,35,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Keshiary,721133,M,51,1,0,0,1
CSC e-Governance Services India Limited,CSC SPV,West Bengal,Paschim Medinipur,Keshiary,721135,M,21,1,0,0,1
